gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GTF2I	4967.545301666604	3.714121249041621	0.0966299703617136	38.436535115747255	0	0
AC024560.3	1199.7772713885784	-5.959210685680855	0.15415037463250764	-38.65842493012119	0	0
AC093323.3	1027.609224817842	-5.892154423186881	0.14160760431662894	-41.60902552953483	0	0
MTMR3	2192.7650764702903	3.128312643513595	0.07308112083594959	42.80602989841852	0	0
RN7SL2	508939.7458829789	11.552067129556223	0.292490078979629	39.49558620879168	0	0
EIF3C	3861.853456136482	5.104749736227211	0.12234755377399398	41.723349415362556	0	0
POLR2J3	1847.05366525999	5.786652222778336	0.1533440675746018	37.736394464449255	0	0
MATR3	5263.367546417977	4.797464511819794	0.08969568823646668	53.48601037735655	0	0
LSM12	843.906198986506	2.611780956464212	0.06200448830071579	42.122449971642794	0	0
AC092066.1	350.11860652119793	-10.21808149246494	0.15980410111854781	-63.94129700641937	0	0
CCNK	698.7682302839921	3.175458282446803	0.08265687438952816	38.4173525299561	0	0
RASA4	1543.9275444286714	5.169055804336214	0.1325522417830518	38.99636652540668	0	0
ZBTB20	7927.194403604568	9.001848374884089	0.2243138054276364	40.130603454044135	0	0
RAPH1	1101.3066986887939	5.241595547280977	0.12431957976066324	42.16226886683464	0	0
MEMO1	464.24066246665046	2.8041837101792892	0.067715684189873	41.41114047251493	0	0
WDR73	505.0131228437221	4.213127575553328	0.0761029617453935	55.360888445427	0	0
SMG1P3	1367.448716579401	7.572994840005811	0.1855426802922165	40.81537912505567	0	0
GTF2H2C	414.9142714132288	4.737249796867569	0.1156636799921031	40.95710768662214	0	0
AC083899.3	75.26320770470801	-8.329390713590923	0.18555470557066805	-44.88913761563808	0	0
GTF2IP1	2249.2683121962627	6.801397316766181	0.11670946128692505	58.27631489143152	0	0
ARL2BP	833.3908345897235	4.443968878423559	0.11675472280900132	38.062433548777584	0	0
JPX	589.5209002217694	5.468263936797645	0.13607913801479418	40.184439852956366	0	0
GET4	502.2786988844522	4.687270194287024	0.10873550138039303	43.107082183668695	0	0
AC097662.2	42.044289093035516	-8.047434460952632	0.19880486167599276	-40.47906270052963	0	0
FAM156A	542.0442704068975	4.7566285856465225	0.11910088148828464	39.93781176266448	0	0
MGAT2	424.3797682530388	6.138610457919975	0.12520130639494767	49.029923366420164	0	0
SMG1P1	1318.7750012955955	8.8690252537136	0.22981173477608396	38.59256909728781	0	0
ZSCAN32	215.38502301977056	4.599419323120504	0.09535636556008183	48.234004055266944	0	0
RBM34	331.87658154330853	4.386619485890923	0.11098782580424656	39.523429296000174	0	0
TOP3B	291.40438938286036	5.648916082674996	0.14913916244959022	37.87681243405371	0	0
ZC3H11A	1901.1449573898556	9.061551428954438	0.15807398932803188	57.3247468952662	0	0
CYB5D1	253.65833263415448	5.359521825616765	0.11320709767675292	47.342630767905845	0	0
EIF3CL	1141.4467943235015	7.526007286990396	0.19040834238237922	39.52561738012834	0	0
RPL23AP42	1339.1018643128943	9.081461475785721	0.1714135987581415	52.979819230091195	0	0
ZBED6	2029.0502429537505	9.683542879398798	0.24725801873887918	39.16371622157686	0	0
TCEA1P2	132.41508117911064	5.546498705291988	0.14512785169322118	38.21801701451811	0	0
MT-TD	54.38142421212856	-30	0.6652315586436559	-45.09707876933433	0	0
DDX47	468.6764863363252	9.498582953912422	0.16626752707474604	57.1283107473073	0	0
CSNK2A3	142.9740986109798	7.130035439305985	0.18404501014892014	38.740715836504954	0	0
SCARNA7	1992.4590967474658	12.443340812554421	0.32409731717522694	38.39384084079531	0	0
SMIM11A	95.23588911923483	8.5522480545519	0.19030682684439953	44.939260437275166	0	0
AC124944.3	137.9401320966089	7.277813170408463	0.17680218393771896	41.16359316563745	0	0
ZNF559-ZNF177	57.70714788477707	6.084169410715756	0.15195643928720293	40.038904828616474	0	0
PYURF	507.2253430630295	9.00375751042242	0.13186699938619978	68.27908083396251	0	0
DEXI	328.43411794974327	8.480805276218346	0.16786352353516543	50.522025855377194	0	0
RGPD5	592.2163673647754	10.29762430584585	0.2151712792198614	47.85780120461043	0	0
HNRNPA1P7	619.5094097157504	10.295797588510247	0.21362573964590223	48.195491824047814	0	0
PKD1P1	754.0537692211508	10.35905196208229	0.255258875275222	40.58253391155581	0	0
C1QTNF5	351.11593921605424	9.6940720779814	0.25482377455102856	38.04225918504381	0	0
RGPD6	1466.1456014046169	13.708944586693798	0.31606832556479764	43.373357840260105	0	0
HIST2H4B	173.97087400288646	10.317282404703564	0.26442131641724015	39.01834596581292	0	0
RNU6-554P	8.189784072546658	-24.930483702894087	0.42486678194172595	-58.67835463379086	0	0
AC019080.1	69.24600561720405	10.520352432845815	0.27309216346816706	38.52308429228186	0	0
AC079781.5	84.671986692382	8.636873976205464	0.2117189623562157	40.79405018844738	0	0
SMIM11B	96.39112947225142	9.810071709702571	0.2605161931557289	37.65628382201332	0	0
NUDT4P1	33.719440534763436	9.836982601140654	0.23768592210674663	41.38647553860084	0	0
NUDT4P2	66.03203165594616	11.090485056227994	0.253296941794654	43.78452016692317	0	0
AC098614.1	72.86366801799714	10.476163791486897	0.2687486097614857	38.98127622235698	0	0
ZNF593	112.31800314576047	10.213961283696124	0.205241470774776	49.76558219515259	0	0
CSPG4P5	41.743427497323076	30	0.7069618399445521	42.43510512866287	0	0
SCARNA2	7902.320805782632	30	0.6828951055125847	43.930612121581746	0	0
ZBTB9	156.68032380930228	11.234112939253622	0.1539338483018188	72.98013440959942	0	0
RMRP	31390.26434608312	30	0.7014452317118	42.76884159122203	0	0
AC005562.1	84.31924375322235	8.946221062271336	0.23868025123255102	37.482033038229254	1.807346282319074e-307	5.611810206600725e-305
RALGAPA1P1	255.9443321814592	4.988502497533798	0.1338455751522154	37.27058210075784	4.91852613498955e-304	1.5037069439155743e-301
RPL21P16	613.9145699971564	6.4015597683593715	0.171767700233067	37.26870511553258	5.2751851592270195e-304	1.5883102952145351e-301
SCARNA15	46.7483690994725	11.319799056015176	0.30453836079756513	37.17035524316016	2.056526230789373e-302	6.099595411678569e-300
COX20	875.8794469043142	4.277209304855626	0.11596079624920295	36.884959772644066	8.051835622725257e-298	2.3530305513940634e-295
AC083899.1	29.755985292569783	9.14694648724017	0.24854247587441516	36.80234718455926	1.6933662849716658e-296	4.8768949007183974e-294
MAGED4B	2086.305706103457	9.590132811525239	0.2608879851323711	36.75958019553615	8.173445437480986e-296	2.3203243961946023e-293
RAD54B	105.29334430839862	4.841263120180274	0.13192125675781988	36.698127649494964	7.822918555178439e-295	2.1895357398381117e-292
MAZ	3670.421879720438	3.140486978028646	0.08561724664247462	36.680541610300445	1.4920802675127658e-294	4.118141538335233e-292
AC012306.2	43.56059172598125	10.1916685018676	0.2807833990497015	36.297261648519225	1.787135312729424e-288	4.864925059528645e-286
AC009303.2	74.02614794241303	-6.800416250259	0.18875112560085647	-36.02848051163168	2.996941925975498e-284	8.048004047700688e-282
AC000123.3	143.46131728019418	6.19679951936875	0.1728895653760238	35.842530495643885	2.4041863526178437e-281	6.370132159896238e-279
NAIP	574.3889244090961	6.27581028383721	0.17653370191175205	35.55021061629605	8.246642931102611e-277	2.1562801095640932e-274
SERF1B	404.23940474110674	4.839662700053992	0.13623897785208938	35.52333389720723	2.1448895658774112e-276	5.535486422482587e-274
GOLGA2P7	775.984985863025	5.9504894207792	0.16780066865175666	35.461655001676334	1.9181782054659307e-275	4.886927858848587e-273
EEF1A1P5	7396.849793491672	6.239751325445615	0.17619251197853916	35.41439562542611	1.0252138511651899e-274	2.5788670443486904e-272
STAG3L3	523.8703338274893	5.818529232782297	0.16476539023794629	35.31402574520933	3.5774540257663233e-273	8.886395800003548e-271
AC074286.1	96.57105861778913	-6.004260686218085	0.17006474568289237	-35.305734072679606	4.795431977141875e-273	1.1764793117254734e-270
RHEBP1	62.26543927555487	9.153704594991009	0.25984432918789374	35.227648121471816	7.54679093472537e-272	1.828900359205641e-269
HIST2H2AA3	1098.372514419643	12.210861544868296	0.3474962472600792	35.139549394124046	1.6788053892943804e-270	4.0194241802479427e-268
RPPH1	114638.55119583131	23.117926933501252	0.6604142485262536	35.00519103742844	1.875739523819091e-268	4.437463787777735e-266
BCLAF1P2	79.81856873717294	6.724263126623389	0.19215795584579476	34.99341516736136	2.8334247900687645e-268	6.624213815087822e-266
SLC7A6OS	528.5825645758516	2.534466626813588	0.0727231053015896	34.85091314930674	4.1241862866431916e-266	9.529747661415525e-264
FSBP	111.92404406134702	6.044222638256112	0.17386137782962235	34.764607952084816	8.338219373625214e-265	1.9045643148583937e-262
SCARNA13	1716.7162177272635	10.325223807576325	0.29847349557612995	34.593436136250595	3.171146865311031e-262	7.161026194029637e-260
SLX1B	206.0233390399294	6.8032169745560545	0.1966782979519706	34.590582923477506	3.5003886935177734e-262	7.815699339054517e-260
KNL1	390.8426384213859	7.5531004463176785	0.2185047087689999	34.56722049089894	7.856928695109424e-262	1.7348098558801608e-259
SMG1P5	584.7462268130898	6.605928022119557	0.1922948105323356	34.353126867189836	1.2648597514726913e-258	2.7621201078313537e-256
SCARNA10	6407.74248897594	24.10925192616851	0.7035243818098269	34.269248585453575	2.2541661463249568e-257	4.868998876061907e-255
ZNF322	750.8962484592765	3.0026985176903205	0.08769755916214723	34.23924846230351	6.304641572804479e-257	1.3471595412340925e-254
EIF4BP7	127.56567458777668	5.82619309965665	0.17058660049870947	34.15387306285365	1.1713457786596821e-255	2.4762748205877877e-253
