Kids_First_Biospecimen_ID	hallmark_name	gsea_score	data_type
BS_00FD2KMP	HALLMARK_ADIPOGENESIS	-0.18677888867493614	exome_capture
BS_00FD2KMP	HALLMARK_ALLOGRAFT_REJECTION	-0.603979478072294	exome_capture
BS_00FD2KMP	HALLMARK_ANDROGEN_RESPONSE	-0.38195146035483546	exome_capture
BS_00FD2KMP	HALLMARK_ANGIOGENESIS	-0.7158826745044287	exome_capture
BS_00FD2KMP	HALLMARK_APICAL_JUNCTION	-0.289842679630813	exome_capture
BS_00FD2KMP	HALLMARK_APICAL_SURFACE	0.0010953674438418104	exome_capture
BS_00FD2KMP	HALLMARK_APOPTOSIS	-0.48572607226687436	exome_capture
BS_00FD2KMP	HALLMARK_BILE_ACID_METABOLISM	-0.14079819009946573	exome_capture
BS_00FD2KMP	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.12724095918544068	exome_capture
BS_00FD2KMP	HALLMARK_COAGULATION	-0.512809672567596	exome_capture
BS_00FD2KMP	HALLMARK_COMPLEMENT	-0.48655532622698283	exome_capture
BS_00FD2KMP	HALLMARK_DNA_REPAIR	-0.29929494042444826	exome_capture
BS_00FD2KMP	HALLMARK_E2F_TARGETS	-0.40156899009421515	exome_capture
BS_00FD2KMP	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.6029588501971302	exome_capture
BS_00FD2KMP	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.31597879856172084	exome_capture
BS_00FD2KMP	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.3002646237512675	exome_capture
BS_00FD2KMP	HALLMARK_FATTY_ACID_METABOLISM	-0.08692748538783598	exome_capture
BS_00FD2KMP	HALLMARK_G2M_CHECKPOINT	-0.3321513399714932	exome_capture
BS_00FD2KMP	HALLMARK_GLYCOLYSIS	-0.36142486807545426	exome_capture
BS_00FD2KMP	HALLMARK_HEDGEHOG_SIGNALING	0.18143299958157105	exome_capture
BS_00FD2KMP	HALLMARK_HEME_METABOLISM	-0.1958229705897203	exome_capture
BS_00FD2KMP	HALLMARK_HYPOXIA	-0.44570641600140826	exome_capture
BS_00FD2KMP	HALLMARK_IL2_STAT5_SIGNALING	-0.47615532269531785	exome_capture
BS_00FD2KMP	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.6250784478145787	exome_capture
BS_00FD2KMP	HALLMARK_INFLAMMATORY_RESPONSE	-0.5604105335014143	exome_capture
BS_00FD2KMP	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.6590583761099736	exome_capture
BS_00FD2KMP	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.6896489723995335	exome_capture
BS_00FD2KMP	HALLMARK_KRAS_SIGNALING_DN	0.15696172832190228	exome_capture
BS_00FD2KMP	HALLMARK_KRAS_SIGNALING_UP	-0.37919760945191383	exome_capture
BS_00FD2KMP	HALLMARK_MITOTIC_SPINDLE	-0.09562613384167526	exome_capture
BS_00FD2KMP	HALLMARK_MTORC1_SIGNALING	-0.3656828655117506	exome_capture
BS_00FD2KMP	HALLMARK_MYC_TARGETS_V1	-0.33188631121278245	exome_capture
BS_00FD2KMP	HALLMARK_MYC_TARGETS_V2	-0.4219034736771999	exome_capture
BS_00FD2KMP	HALLMARK_MYOGENESIS	-0.16196724041456714	exome_capture
BS_00FD2KMP	HALLMARK_NOTCH_SIGNALING	-0.0214475368871532	exome_capture
BS_00FD2KMP	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.14110612340574835	exome_capture
BS_00FD2KMP	HALLMARK_P53_PATHWAY	-0.37886971278799697	exome_capture
BS_00FD2KMP	HALLMARK_PANCREAS_BETA_CELLS	0.11682836724908074	exome_capture
BS_00FD2KMP	HALLMARK_PEROXISOME	-0.09404841162221642	exome_capture
BS_00FD2KMP	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.19441783157223652	exome_capture
BS_00FD2KMP	HALLMARK_PROTEIN_SECRETION	-0.16644772721978024	exome_capture
BS_00FD2KMP	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.11581139017258385	exome_capture
BS_00FD2KMP	HALLMARK_SPERMATOGENESIS	0.08579788369192835	exome_capture
BS_00FD2KMP	HALLMARK_TGF_BETA_SIGNALING	-0.4983504104100965	exome_capture
BS_00FD2KMP	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.6008956009736186	exome_capture
BS_00FD2KMP	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.3235665755669476	exome_capture
BS_00FD2KMP	HALLMARK_UV_RESPONSE_DN	-0.2226720939678643	exome_capture
BS_00FD2KMP	HALLMARK_UV_RESPONSE_UP	-0.31541442917910945	exome_capture
BS_00FD2KMP	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.5029398999703585	exome_capture
BS_00FD2KMP	HALLMARK_XENOBIOTIC_METABOLISM	-0.25762593536144784	exome_capture
BS_2853394H	HALLMARK_ADIPOGENESIS	-0.4426283065520106	exome_capture
BS_2853394H	HALLMARK_ALLOGRAFT_REJECTION	-0.6123341515598167	exome_capture
BS_2853394H	HALLMARK_ANDROGEN_RESPONSE	-0.364210080071991	exome_capture
BS_2853394H	HALLMARK_ANGIOGENESIS	-0.30598201082700527	exome_capture
BS_2853394H	HALLMARK_APICAL_JUNCTION	-0.35013950136884014	exome_capture
BS_2853394H	HALLMARK_APICAL_SURFACE	-0.45338179750865765	exome_capture
BS_2853394H	HALLMARK_APOPTOSIS	-0.5561522849418016	exome_capture
BS_2853394H	HALLMARK_BILE_ACID_METABOLISM	-0.12294940215937317	exome_capture
BS_2853394H	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.20160037369208067	exome_capture
BS_2853394H	HALLMARK_COAGULATION	-0.4403374291080997	exome_capture
BS_2853394H	HALLMARK_COMPLEMENT	-0.5261341920218822	exome_capture
BS_2853394H	HALLMARK_DNA_REPAIR	-0.39398808994443396	exome_capture
BS_2853394H	HALLMARK_E2F_TARGETS	-0.15715620083938084	exome_capture
BS_2853394H	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.3548950855340052	exome_capture
BS_2853394H	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.3070168386284999	exome_capture
BS_2853394H	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.27591619036676823	exome_capture
BS_2853394H	HALLMARK_FATTY_ACID_METABOLISM	-0.31538651364906767	exome_capture
BS_2853394H	HALLMARK_G2M_CHECKPOINT	-0.07016111489739937	exome_capture
BS_2853394H	HALLMARK_GLYCOLYSIS	-0.35141874955817237	exome_capture
BS_2853394H	HALLMARK_HEDGEHOG_SIGNALING	-0.037083539587349945	exome_capture
BS_2853394H	HALLMARK_HEME_METABOLISM	-0.42333210341406813	exome_capture
BS_2853394H	HALLMARK_HYPOXIA	-0.50776535235942	exome_capture
BS_2853394H	HALLMARK_IL2_STAT5_SIGNALING	-0.438683135055447	exome_capture
BS_2853394H	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.6191388946113188	exome_capture
BS_2853394H	HALLMARK_INFLAMMATORY_RESPONSE	-0.5273583438777738	exome_capture
BS_2853394H	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.638058195053167	exome_capture
BS_2853394H	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.6397046689026142	exome_capture
BS_2853394H	HALLMARK_KRAS_SIGNALING_DN	0.13002595379055543	exome_capture
BS_2853394H	HALLMARK_KRAS_SIGNALING_UP	-0.44821650938725166	exome_capture
BS_2853394H	HALLMARK_MITOTIC_SPINDLE	-0.21144299078205678	exome_capture
BS_2853394H	HALLMARK_MTORC1_SIGNALING	-0.47121554697383705	exome_capture
BS_2853394H	HALLMARK_MYC_TARGETS_V1	-0.45534677640912935	exome_capture
BS_2853394H	HALLMARK_MYC_TARGETS_V2	-0.42618791570891845	exome_capture
BS_2853394H	HALLMARK_MYOGENESIS	-0.19625409585596432	exome_capture
BS_2853394H	HALLMARK_NOTCH_SIGNALING	-0.3061174019357277	exome_capture
BS_2853394H	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.5839048341099469	exome_capture
BS_2853394H	HALLMARK_P53_PATHWAY	-0.5194210959224611	exome_capture
BS_2853394H	HALLMARK_PANCREAS_BETA_CELLS	-0.11021086158194934	exome_capture
BS_2853394H	HALLMARK_PEROXISOME	-0.3366034674085427	exome_capture
BS_2853394H	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.46964705422297387	exome_capture
BS_2853394H	HALLMARK_PROTEIN_SECRETION	-0.5416673698195034	exome_capture
BS_2853394H	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.6115105663874668	exome_capture
BS_2853394H	HALLMARK_SPERMATOGENESIS	0.03263481189524073	exome_capture
BS_2853394H	HALLMARK_TGF_BETA_SIGNALING	-0.3849347842338666	exome_capture
BS_2853394H	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.6028809534352638	exome_capture
BS_2853394H	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.5625359786411986	exome_capture
BS_2853394H	HALLMARK_UV_RESPONSE_DN	-0.2972571226792465	exome_capture
BS_2853394H	HALLMARK_UV_RESPONSE_UP	-0.48502510754719247	exome_capture
BS_2853394H	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.08921693192655811	exome_capture
BS_2853394H	HALLMARK_XENOBIOTIC_METABOLISM	-0.34398019193947915	exome_capture
BS_3ZPJAK9A	HALLMARK_ADIPOGENESIS	-0.20856410074042145	exome_capture
BS_3ZPJAK9A	HALLMARK_ALLOGRAFT_REJECTION	-0.5133685654048676	exome_capture
BS_3ZPJAK9A	HALLMARK_ANDROGEN_RESPONSE	-0.05681101398030025	exome_capture
BS_3ZPJAK9A	HALLMARK_ANGIOGENESIS	-0.3305354208316329	exome_capture
BS_3ZPJAK9A	HALLMARK_APICAL_JUNCTION	-0.2516553490677938	exome_capture
BS_3ZPJAK9A	HALLMARK_APICAL_SURFACE	-0.3006097320233516	exome_capture
BS_3ZPJAK9A	HALLMARK_APOPTOSIS	-0.3875675018322943	exome_capture
BS_3ZPJAK9A	HALLMARK_BILE_ACID_METABOLISM	0.05041295086450576	exome_capture
BS_3ZPJAK9A	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.24901021539735244	exome_capture
BS_3ZPJAK9A	HALLMARK_COAGULATION	-0.23367115166619407	exome_capture
BS_3ZPJAK9A	HALLMARK_COMPLEMENT	-0.18307228029075018	exome_capture
BS_3ZPJAK9A	HALLMARK_DNA_REPAIR	-0.5074951949028093	exome_capture
BS_3ZPJAK9A	HALLMARK_E2F_TARGETS	-0.6267002163224504	exome_capture
BS_3ZPJAK9A	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.30705905801632877	exome_capture
BS_3ZPJAK9A	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.05299358029492679	exome_capture
BS_3ZPJAK9A	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.15965460962542358	exome_capture
BS_3ZPJAK9A	HALLMARK_FATTY_ACID_METABOLISM	-0.13605071530599316	exome_capture
BS_3ZPJAK9A	HALLMARK_G2M_CHECKPOINT	-0.5379669588342278	exome_capture
BS_3ZPJAK9A	HALLMARK_GLYCOLYSIS	-0.3901589892552391	exome_capture
BS_3ZPJAK9A	HALLMARK_HEDGEHOG_SIGNALING	0.38494653530089523	exome_capture
BS_3ZPJAK9A	HALLMARK_HEME_METABOLISM	0.03618759346492664	exome_capture
BS_3ZPJAK9A	HALLMARK_HYPOXIA	-0.32133095284571334	exome_capture
BS_3ZPJAK9A	HALLMARK_IL2_STAT5_SIGNALING	-0.2674871349339629	exome_capture
BS_3ZPJAK9A	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.4191776465808191	exome_capture
BS_3ZPJAK9A	HALLMARK_INFLAMMATORY_RESPONSE	-0.23755233233429962	exome_capture
BS_3ZPJAK9A	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.5626734363328326	exome_capture
BS_3ZPJAK9A	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.526627874255013	exome_capture
BS_3ZPJAK9A	HALLMARK_KRAS_SIGNALING_DN	0.1088366343615858	exome_capture
BS_3ZPJAK9A	HALLMARK_KRAS_SIGNALING_UP	-0.20862846485588354	exome_capture
BS_3ZPJAK9A	HALLMARK_MITOTIC_SPINDLE	-0.3300726054044625	exome_capture
BS_3ZPJAK9A	HALLMARK_MTORC1_SIGNALING	-0.45304734722422524	exome_capture
BS_3ZPJAK9A	HALLMARK_MYC_TARGETS_V1	-0.5975790963868213	exome_capture
BS_3ZPJAK9A	HALLMARK_MYC_TARGETS_V2	-0.5907875911443167	exome_capture
BS_3ZPJAK9A	HALLMARK_MYOGENESIS	-0.08173270282811632	exome_capture
BS_3ZPJAK9A	HALLMARK_NOTCH_SIGNALING	-0.06412421026799889	exome_capture
BS_3ZPJAK9A	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.22623208638685993	exome_capture
