hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS		-0.01562884533925457	0.9973829801927647	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS		0.1308802660223579	0.75891796399687	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS		0.14650911136161246	0.8112154488518971	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION		-0.09661957112422037	0.8292909055113493	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION		-0.03859356522402474	0.9537903449077967	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION		0.05802600590019563	0.9379761530601233	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE		-0.08525240248495788	0.9387463007641157	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE		-0.013597613527760902	0.997481973137013	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE		0.07165478895719699	0.9590677922462415	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS		-0.06381107273649755	0.9849171147229601	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS		-0.10071334891623696	0.9431216510000193	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS		-0.036902276179739395	0.995260970985544	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION		-0.030422496236646585	0.983753663371361	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION		0.03879509706080887	0.9595411329629506	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION		0.06921759329745546	0.924500169486822	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE		0.10095714817819798	0.9178756161643089	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE		0.07246583056058507	0.9334853331545815	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE		-0.028491317617612907	0.9935847765771064	1	FALSE	FALSE
HALLMARK_APOPTOSIS		-0.008317215912986176	0.9994991400044928	1	FALSE	FALSE
HALLMARK_APOPTOSIS		0.03600854761664521	0.9855252909303163	1	FALSE	FALSE
HALLMARK_APOPTOSIS		0.044325763529631385	0.9868288637192464	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM		-0.19207546961262964	0.40054118564137864	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM		-0.14441526786467074	0.44250181800525235	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM		0.0476602017479589	0.9428469350711064	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS		-0.12239322587960333	0.8216758961098005	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS		-0.04051321783250796	0.9663877393324656	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS		0.08188000804709537	0.92011061179075	1	FALSE	FALSE
HALLMARK_COAGULATION		0.02929464432855612	0.9894265822279027	1	FALSE	FALSE
HALLMARK_COAGULATION		-0.07187166987792667	0.9062871781605066	1	FALSE	FALSE
HALLMARK_COAGULATION		-0.1011663142064828	0.8898537889352011	1	FALSE	FALSE
HALLMARK_COMPLEMENT		-0.15963421542597128	0.7774471902540552	1	FALSE	FALSE
HALLMARK_COMPLEMENT		-0.07713444305165008	0.910886137026788	1	FALSE	FALSE
HALLMARK_COMPLEMENT		0.08249977237432121	0.9377174174263598	1	FALSE	FALSE
HALLMARK_DNA_REPAIR		0.27681922756548766	0.6640240926388605	1	FALSE	FALSE
HALLMARK_DNA_REPAIR		0.3157696351827153	0.4546243446452547	1	FALSE	FALSE
HALLMARK_DNA_REPAIR		0.03895040761722763	0.9920586638594551	1	FALSE	FALSE
HALLMARK_E2F_TARGETS		0.2757930020861884	0.7756035341630362	1	FALSE	FALSE
HALLMARK_E2F_TARGETS		0.2329928931318598	0.7549346104757537	1	FALSE	FALSE
HALLMARK_E2F_TARGETS		-0.042800108954328585	0.994117631038812	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		-0.2876446986364421	0.7095014006696279	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		-0.022035034362108828	0.996730470336376	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		0.26560966427433325	0.7591557812307667	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY		-0.1135521618235487	0.6887598647988333	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY		-0.08125111722686854	0.7409517027562977	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY		0.032301044596680165	0.9709784804347776	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE		-0.08276990774744242	0.7993249268289069	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE		-0.08077620938824354	0.7208075057370799	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE		0.001993698359198881	0.9998751272069946	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM		-0.04184186447103477	0.9722206814324732	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM		0.10034786036889642	0.7826756412275041	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM		0.1421897248399312	0.74577465444795	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT		0.22856607281123364	0.8544126557001979	1	FALSE	FALSE
