hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	0.1792939956717804	0.6819199408018247	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	0.4572606070467469	0.5159061707511682	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	0.018601989159153166	0.8945158015701646	1	FALSE
HALLMARK_ANGIOGENESIS	0.11375591745870885	0.7436404932970085	1	FALSE
HALLMARK_APICAL_JUNCTION	4.949848617063677e-4	0.9827353831322503	1	FALSE
HALLMARK_APICAL_SURFACE	0.24911963427095513	0.6296677223293128	1	FALSE
HALLMARK_APOPTOSIS	0.004041905488875461	0.9506974999865411	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	2.801627186681301	0.1284944775748542	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.17995470944236458	0.6813719291924019	1	FALSE
HALLMARK_COAGULATION	0.16637698211594815	0.6928846576644008	1	FALSE
HALLMARK_COMPLEMENT	0.5673642657518365	0.47055221388632085	1	FALSE
HALLMARK_DNA_REPAIR	1.9980678064728206	0.1911416313329966	1	FALSE
HALLMARK_E2F_TARGETS	0.8915119024408606	0.3697235526631667	1	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.18733147933168073	0.6753336600658817	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.7971535246312257	0.3951913952216112	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	0.7462976470299014	0.4100829979380629	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	0.14972085302737786	0.7077925724707848	1	FALSE
HALLMARK_G2M_CHECKPOINT	0.5775843817335928	0.4667014509638685	1	FALSE
HALLMARK_GLYCOLYSIS	3.2914369938192123	0.10304145274850247	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	0.006897924081089455	0.9356267190725153	1	FALSE
HALLMARK_HEME_METABOLISM	0.21016254389211866	0.6575088746721878	1	FALSE
HALLMARK_HYPOXIA	0.531891954680623	0.48435897476085843	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	0.38037803983372315	0.5526806357713518	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.2410994839213152	0.6351636743002437	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	0.8460138714904012	0.38167395056468134	1	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0053311222082524055	0.9433915057569034	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.07542753670698511	0.7897924756281862	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	0.21683393459476782	0.6525258232281186	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	0.5930699049812072	0.4609696647603041	1	FALSE
HALLMARK_MITOTIC_SPINDLE	0.21062345998297693	0.6571614994497821	1	FALSE
HALLMARK_MTORC1_SIGNALING	1.1667927209908828	0.30815593480231923	1	FALSE
HALLMARK_MYC_TARGETS_V1	1.802074387399834	0.21233896579577674	1	FALSE
HALLMARK_MYC_TARGETS_V2	2.5046075632130598	0.14797322482175776	1	FALSE
HALLMARK_MYOGENESIS	0.6890009151275905	0.42797253118076795	1	FALSE
HALLMARK_NOTCH_SIGNALING	0.37103895469703796	0.5574995906012348	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.8527423204706368	0.3798692492782797	1	FALSE
HALLMARK_P53_PATHWAY	0.19054843907875346	0.6727451817311649	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	0.9082006926280761	0.3654843302138323	1	FALSE
HALLMARK_PEROXISOME	0.08357503326680471	0.7790584673078595	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.8486812692668889	0.3809569091302548	1	FALSE
HALLMARK_PROTEIN_SECRETION	0.7737810237609015	0.40192640426876114	1	FALSE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.8500084825267176	0.38060091293154286	1	FALSE
HALLMARK_SPERMATOGENESIS	0.7220507822411653	0.4175024086928276	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	0.003870211191826659	0.951754479768395	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0010339786299072501	0.9750498347371279	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.3415801043652	0.16031845538031053	1	FALSE
HALLMARK_UV_RESPONSE_DN	1.693204779563922	0.2255022450704367	1	FALSE
HALLMARK_UV_RESPONSE_UP	1.9921917616835536	0.19173480447900504	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.09817089108531567	0.761175341655702	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	0.03327944304826644	0.8592910068189706	1	FALSE
