hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Choroid plexus tumor-Chordoma	0.0897712113962203	0.9999999776752128	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse astrocytic and oligodendroglial tumor-Chordoma	0.08271053681363118	0.9999987221300091	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor-Chordoma	-0.024742711910471005	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymal tumor-Chordoma	0.08482632936479753	0.9999984911091173	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Chordoma	-0.09808555959803661	0.999999005353418	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Chordoma	-0.280881267447492	0.34334723777272547	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Histiocytic tumor-Chordoma	-0.15465468994340453	0.999887150338804	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade astrocytic tumor-Chordoma	0.2732579025529689	0.399744423881086	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Lymphoma-Chordoma	-0.057807765347832205	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Melanocytic tumor-Chordoma	-0.33529512211857615	0.9991433624402308	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Chordoma	0.19442843843226948	0.9606097242614686	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Mesenchymal non-meningothelial tumor-Chordoma	-0.07498604939472346	0.9999999404849862	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Metastatic tumors-Chordoma	-0.11830893649776457	0.99999966613228	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuronal and mixed neuronal-glial tumor-Chordoma	0.10712833495944393	0.9999698439482716	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Renal tumor-Chordoma	-0.11346048628154869	0.999988209565533	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of cranial and paraspinal nerves-Chordoma	0.04717115590980188	0.99999999995377	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of pineal region-Chordoma	-0.18295681010330256	0.999401658629193	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumors of sellar region-Chordoma	0.10081762221763942	0.9999891520350197	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse astrocytic and oligodendroglial tumor-Choroid plexus tumor	-0.007060674582589119	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor-Choroid plexus tumor	-0.1145139233066913	0.9998056746367396	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymal tumor-Choroid plexus tumor	-0.004944882031422765	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Choroid plexus tumor	-0.1878567709942569	0.9911150481086262	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Choroid plexus tumor	-0.3706524788437123	0.02970231971128301	1	FALSE	FALSE
