gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AC083949.1	5.361685210220179	-18.95146270417054	2.6310900545223705	-7.202893976052391	5.894780970186115e-13	1.4112695120722577e-8
CCNYL2	188.25508347531283	-23.224420814767598	3.278903305015505	-7.082984356154344	1.4108260798578743e-12	1.6888293588938686e-8
AC104623.2	17.28050977629449	-19.10698488773162	2.7634045509345215	-6.914291604995029	4.702070686456264e-12	3.752409143481647e-8
GCNT6	7.233584021718594	-17.877005978625	2.6119939288252447	-6.844198901589813	7.690500735317573e-12	4.60295695260595e-8
RN7SL753P	2.5123011326031692	-16.07883092359486	2.3775385093249812	-6.762805675084473	1.3534472089089356e-11	6.480575925697765e-8
NRG4	58.32867131217103	-18.835961668876653	2.8266459823250694	-6.663714446965535	2.6699199023673436e-11	1.0653425397096095e-7
AC010745.2	61.185363637454365	-22.413414177743867	3.3908909244372323	-6.609889458907824	3.846071044001798e-11	1.3154112409206721e-7
OTP	81.77039876897649	-23.477279895840255	3.583654521831287	-6.551211829382232	5.7072033667291144e-11	1.7079519475357716e-7
ARHGEF9-IT1	2.0950492023488527	-16.150249763056152	2.5191335679874602	-6.4110335268798835	1.445364035034678e-10	3.8448289291961363e-7
SNX18P9	29.013897276444062	-17.950002884309697	2.8224471625864123	-6.359730351111626	2.021082296293781e-10	4.838673125556941e-7
ZNF648	21.24667182763899	-17.969940519509084	2.8941758109583025	-6.209001005215016	5.332248185419639e-10	1.063827948392763e-6
RN7SL587P	3.2781644625655395	-16.591403495762883	2.6697653517246245	-6.214554955193013	5.147031867203074e-10	1.063827948392763e-6
WFDC2	79.61349120135434	-18.68558605685288	3.036311844324798	-6.154040498764415	7.553338241754118e-10	1.295245261350152e-6
LRRTM3	143.00539995890318	-18.67167828161715	3.034267640198253	-6.153602943343911	7.574217308759921e-10	1.295245261350152e-6
NHLH2	232.29270921688865	-23.690995519407117	3.8805976119459133	-6.104986367686637	1.028094563529017e-9	1.6409074630298796e-6
IGHV3-21	104.79570824569241	-20.198712051785762	3.321491786297845	-6.081216920394486	1.1927379704939205e-9	1.6797258677408795e-6
BTBD6P1	8.374191252683788	-17.670563521524596	2.9023810066307054	-6.088299048662074	1.1411656879229196e-9	1.6797258677408795e-6
AP4B1-AS1	27.18972452857333	-17.30010061028404	2.854594922166405	-6.060439775866579	1.3574987265322197e-9	1.8055487228837707e-6
DACH2	35.37823248017651	-20.8355361518221	3.466612381110258	-6.010344930790637	1.8512901319876564e-9	2.216086852495824e-6
LINC01146	12.696928111673548	-18.48608421480956	3.074547322132034	-6.012619835687047	1.825487923541787e-9	2.216086852495824e-6
RBM5-AS1	30.165170402674608	-17.917978072838718	2.9911070032987843	-5.990416943652509	2.0930374542992535e-9	2.2777004406081105e-6
PRAL	165.03126442408805	-19.605221394217637	3.2689327487888264	-5.997437971607575	2.0045489474214714e-9	2.2777004406081105e-6
XDH	103.77274817530984	-22.08022740102177	3.6998349626828264	-5.9678952233617855	2.4033361109104495e-9	2.301530793252283e-6
POU5F1P3	8.78389244698094	-16.84472568125099	2.8197032306478222	-5.973935660378323	2.315971707117431e-9	2.301530793252283e-6
RN7SL162P	1.4253561491004907	-15.308807024047923	2.5646697833013055	-5.969114278853495	2.3854499278633583e-9	2.301530793252283e-6
PDE6C	6.239636890337058	-15.947414163291485	2.6791028604123044	-5.952520300335626	2.6404437063752067e-9	2.4313408759357237e-6
IGHV3-33	157.48083806405856	-21.176309707374003	3.571329780487049	-5.929530737563539	3.0380164071284944e-9	2.693820400113455e-6
CDHR5	27.52808080232908	-19.54337862543958	3.3051554427037733	-5.912998333734093	3.3593557875708633e-9	2.8723691753655014e-6
HCN1	150.19942601677548	-20.606656906371487	3.4942202290215296	-5.897354933504542	3.693747602241789e-9	2.947733711509022e-6
AC010745.1	9.498597007208701	-20.14416958273448	3.4145599101264463	-5.899492207764049	3.646219939587545e-9	2.947733711509022e-6
TOMM20P2	9.288412229244916	-16.045315880892407	2.7284667639292977	-5.88070783672855	4.0851569206036995e-9	3.0563356823804117e-6
