gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CLDN2	10.206737329266279	-28.61055525080028	4.141131567522113	-6.908873766577691	4.8851640622237605e-12	1.2418087046172798e-7
ACTA1	85.86980183711634	-21.086718093298384	3.1430507015505915	-6.70899711636706	1.959665408081294e-11	1.66048982244755e-7
MCOLN3	28.853669434803198	-20.01801462333164	2.9734307135788898	-6.7322956381376375	1.6700686558603407e-11	1.66048982244755e-7
AC010745.2	61.185363637454365	-22.20328953573919	3.348045593132647	-6.631716599463738	3.318051856485315e-11	2.1086219547964177e-7
IGHV3-72	7.933577108972853	-23.884455220960223	3.630313833346334	-6.579170924995243	4.730786893499715e-11	2.405132056655255e-7
IGHV3-74	37.21951776919595	-21.870350663275694	3.3528818258734097	-6.522851624088652	6.8983096890192e-11	2.9225838715811344e-7
IGLV2-14	177.83197578338354	-21.184171638240027	3.28791850086466	-6.443034288310065	1.171082245543066e-10	4.2527015259578203e-7
IGKV1-5	155.04722168640677	-21.17609225520775	3.3258839393993327	-6.367056891056827	1.9268971882384344e-10	6.122715815627625e-7
IGLV1-47	75.00642285722907	-20.700303045535712	3.276838391553584	-6.317157141131235	2.6641864787332276e-10	6.772362028939865e-7
IGHV1-18	123.51182341255328	-21.765876657538595	3.4398942754754316	-6.327484194126957	2.4919048710250006e-10	6.772362028939865e-7
TNNC1	47.93716488397767	-20.703255366858073	3.293069185051903	-6.286917827549913	3.2383066846308544e-10	7.48343235666512e-7
IGLV3-1	89.12956216267337	-20.561149479864948	3.2853167166356485	-6.258498419878597	3.8870183493792766e-10	7.610730240234967e-7
LURAP1L-AS1	3.834647060730161	-17.615404590916135	2.8147308319329842	-6.258290985081141	3.8921909175080475e-10	7.610730240234967e-7
AC083949.1	5.361685210220179	-16.384752137648867	2.624105197493185	-6.243938754170856	4.266871240930876e-10	7.747419067461634e-7
OLFM4	20.827886128802454	-18.573211914320453	3.0018385511906303	-6.187278761862023	6.121166559144937e-10	9.72500337084152e-7
OTP	81.77039876897649	-22.970457517372385	3.709687083967078	-6.1920202425289625	5.939792139373088e-10	9.72500337084152e-7
MYH7	254.0532911667472	-20.260212344075985	3.2885183762893186	-6.160893759984732	7.233551058828932e-10	1.0809843418918981e-6
FAM110C	26.15843944591079	-19.680625911800565	3.1990970261579705	-6.151931545332486	7.654491799391883e-10	1.0809843418918981e-6
SFRP5	116.00127468597674	-19.679208229660237	3.212986641584346	-6.124895751186902	9.074299954991962e-10	1.2140458150310298e-6
IGLV1-40	121.09333314017422	-20.680960056208782	3.388996715858948	-6.102384212835436	1.0449780758337692e-9	1.3281671343847205e-6
IGHV1-2	67.17392041069506	-19.501072355660828	3.249612666822602	-6.001045156784342	1.960514530946198e-9	2.3731561607929687e-6
MT1M	33.11993915662116	-19.56793073540615	3.2717856394854277	-5.980810753385332	2.2202971095610455e-9	2.565452387501899e-6
IGHA2	119.46885481527063	-19.214337713865106	3.2478945211576002	-5.915936490147105	3.2999253425230962e-9	2.825168249570922e-6
BMP3	16.708824661441852	-19.82776400866334	3.355402079092502	-5.9092065693736275	3.4375941552007298e-9	2.825168249570922e-6
IGHV3-11	41.8833642187037	-19.6837369258695	3.317165267226028	-5.933902998547305	2.9581664390293666e-9	2.825168249570922e-6
IGKV1-33	118.85991542367256	-20.547201962959427	3.460936270191616	-5.9368911643732245	2.904773541888807e-9	2.825168249570922e-6
KCNA4	79.05505378395593	-20.851027061985786	3.5118170202200103	-5.937389944274345	2.895953157081807e-9	2.825168249570922e-6
NHLH2	232.29270921688865	-22.901638332339214	3.875828826318438	-5.9088363698695545	3.4453271336230755e-9	2.825168249570922e-6
IGHV4-61	66.09317934722912	-20.282326167639187	3.42496143337055	-5.921913738946567	3.1821653858444976e-9	2.825168249570922e-6
LINC00513	3.2952900628566617	-16.207036317397275	2.7309041714451308	-5.934677784325507	2.9442314146267654e-9	2.825168249570922e-6
PRAL	165.03126442408805	-21.492920649049182	3.6296786316554828	-5.921439011598209	3.1913665923214437e-9	2.825168249570922e-6
IGLV2-8	56.07197493167663	-20.58129028113797	3.489323728106395	-5.898360795633925	3.6713050855326648e-9	2.8280174325527373e-6
FCRL2	84.19348899615979	-19.939889399426036	3.378936097859626	-5.901233057368821	3.6079481741721415e-9	2.8280174325527373e-6
CPA1	9.520656364475627	-17.18859202190517	2.937985287431414	-5.850469059677491	4.901886461937904e-9	3.4612764961794864e-6
IGHV3-7	76.20576752241169	-19.48800476096763	3.3290967991426883	-5.853841428097314	4.803466363780947e-9	3.4612764961794864e-6
IGLV1-44	129.7023276654448	-20.09524700603397	3.4303257615568654	-5.858116226522367	4.681469813278867e-9	3.4612764961794864e-6
IGHV3-33	157.48083806405856	-20.857371657160186	3.569506744681314	-5.843208361558184	5.120490469265195e-9	3.517915344019493e-6
RAET1G	4.185090072278362	-17.15406786371901	2.9442238137826346	-5.8263464154513684	5.665395601679258e-9	3.7898514788075454e-6
IGHV3-48	54.83203400164178	-19.129065488426125	3.2921305459586248	-5.810542814563872	6.227060441301427e-9	3.990376211419674e-6
GTSF1	35.25692363484463	-19.770643409046688	3.4033630161999793	-5.809149160679772	6.2791128425171884e-9	3.990376211419674e-6
TEX26-AS1	3.644355349525838	-17.921990124065353	3.091213618231038	-5.797719710590981	6.722268063547253e-9	4.167806199399297e-6
ARMCX7P	96.84195967759375	-18.9440444537245	3.2720446777609977	-5.7896655820383165	7.052670062028534e-9	4.2685445946848885e-6
CNGA3	17.763496174085418	-19.277837123035056	3.332218709046852	-5.785285662881741	7.238920774851717e-9	4.279380606900712e-6
CDHR5	27.52808080232908	-19.079621805101915	3.3006816092442297	-5.780509623123162	7.447467776655433e-9	4.302605247331389e-6
IGHV4-59	120.12515229216888	-19.35798865278524	3.3719123217275793	-5.740952553258351	9.414546846623956e-9	5.318172907581799e-6
SAA2	5.5347679169789865	-19.3842933545358	3.38863245867696	-5.720388266039364	1.0628090166355375e-8	5.873175044103339e-6
ADH1C	35.21635602699983	-19.573744586747594	3.4242704774795993	-5.716179465225731	1.0894567839302331e-8	5.892338605852452e-6
ZNF649-AS1	0.8838446206500831	-14.475402431962577	2.55810749841701	-5.6586372702946	1.5257965094244127e-8	8.080364014493453e-6
BCAS1	44.64550867036093	-18.832185001558965	3.3305712817726127	-5.654340774696168	1.5644554826566152e-8	8.116011912067585e-6
UBBP4	70.07432387464905	-18.05854900918713	3.2007753073778455	-5.641929618602669	1.6815484095767273e-8	8.54899211428808e-6
ASGR2	63.96154899102405	-19.505735533185206	3.462001269741831	-5.634236966828089	1.7583510679966723e-8	8.764173362446158e-6
RCVRN	5.898864482506224	-16.748174673186924	2.976738390021514	-5.626350884353623	1.8406175362522725e-8	8.99778803298707e-6
CCL13	21.735280358076274	-18.298573462626564	3.2656932515215735	-5.603273808432795	2.1034055150278745e-8	1.0088409092831805e-5
CERKL	98.31797050181643	-20.25719282280072	3.6652928021942595	-5.526759775009946	3.261991222567055e-8	1.4961523392224119e-5
C4B-AS1	23.091938444253977	-19.644702479549697	3.5556417636172792	-5.524938614615791	3.296008300411293e-8	1.4961523392224119e-5
C4A-AS1	23.091938444253977	-19.644702479549697	3.5556417636172792	-5.524938614615791	3.296008300411293e-8	1.4961523392224119e-5
SLC9A3	16.47595233684741	-17.3884613719647	3.149961820469743	-5.520213374958182	3.3858826254935936e-8	1.5099848480710026e-5
DACH2	35.37823248017651	-19.20750507832151	3.4821330155965535	-5.516017048254807	3.467686352311714e-8	1.519803225444203e-5
DPEP3	25.62751766664346	-20.269875359539764	3.679666992731613	-5.5086167850456365	3.616642673534209e-8	1.5582213010379593e-5
SLC6A11	59.80346749872788	-18.64781141470917	3.4037028982835986	-5.478683648949734	4.285016898300499e-8	1.8154188259133115e-5
C9orf84	6.421648598784868	-17.522844667797788	3.201919673880906	-5.472605952840509	4.4346545475588615e-8	1.848015058999119e-5
IGKV1-16	26.636987618654043	-18.899729684213295	3.465068947571752	-5.45435890892094	4.914984150154594e-8	2.0151435015633837e-5
IGKV1-27	28.194463257785383	-18.839614891767315	3.461612783013068	-5.442438560493435	5.2556089994234875e-8	2.1205965200848423e-5
IGHV6-1	26.921547753085072	-19.25172626392061	3.5503744756236837	-5.422449489793247	5.878782906387734e-8	2.3349790856308782e-5
PGA5	4.410423555869441	-17.45759736172471	3.224623637261042	-5.41384028821205	6.168719287849076e-8	2.4124437584172847e-5
GATA1	2.732728145653614	-16.10169894902789	3.005475251827859	-5.357455177591371	8.440229701427224e-8	3.250767257731515e-5
WDR63	5.464028974732307	-16.891745461402273	3.1568266775319684	-5.35086249163618	8.753601997454564e-8	3.321142727989478e-5
MYCNOS	189.5530825121049	-8.047231378992876	1.5046844735228746	-5.34811883859752	8.887310640028608e-8	3.322285830434224e-5
IGLV3-10	34.669122119654546	-19.659739306693098	3.684361377511087	-5.335996470567154	9.502124987313782e-8	3.500637930108932e-5
NT5C1B	17.78231551890622	-21.06821450438603	3.9517476010454358	-5.331366431098087	9.74765038422099e-8	3.53978961095568e-5
SERPINA6	45.16905076907459	-19.28612173383413	3.624289017046659	-5.321353137987296	1.0299824253770591e-7	3.687627218744344e-5
MYLPF	11.977037632522153	-18.60560253901638	3.5061212336514957	-5.306605590371824	1.1168547566418851e-7	3.943117765810655e-5
PLCXD1	764.1489029640867	-4.018633251645585	0.7612334972802491	-5.2791072200624924	1.2981483048594287e-7	4.45931485263874e-5
MMP23A	28.76713227180545	-20.739026240733168	3.927862752876386	-5.279977317319938	1.2919987999308187e-7	4.45931485263874e-5
IGKV2-30	53.94047299750222	-18.724799951730493	3.5534568127214485	-5.269460398307171	1.3682538534518163e-7	4.6374683939660224e-5
S100A12	6.132342763641602	-17.18024199170389	3.2643588200478924	-5.262975959074203	1.4174211905972287e-7	4.649146751129888e-5
ABCB11	33.565509183146325	-19.948756947570207	3.7902416142928956	-5.263188729801287	1.4157811083770402e-7	4.649146751129888e-5
FLJ36000	27.65327005660236	-17.859693845647588	3.39422157189903	-5.261793747794515	1.4265674531397768e-7	4.649146751129888e-5
LINC00319	13.346384949276846	-18.27769774400689	3.4785535586253653	-5.2543959539406275	1.485110724346584e-7	4.778672735808882e-5
TYRP1	3.9596675074220267	-18.06787875567122	3.4537147891040036	-5.231433357691521	1.6820067416919715e-7	5.3445764217262396e-5
CCL20	6.60764554674035	-17.27999563578138	3.30711189425415	-5.225101595686565	1.7405951250402287e-7	5.462460256607729e-5
KCNJ16	8.69063319739552	-17.30754027915214	3.332575395443674	-5.193442975908409	2.0644019376927336e-7	6.399646006847475e-5
STYK1	7.254583035264972	-16.0765794821133	3.0995685751387048	-5.186715212904711	2.1403565083487202e-7	6.435158088050717e-5
IGHV3-49	32.81695213941842	-18.88537755728576	3.641803385689792	-5.185721346598367	2.151803451944575e-7	6.435158088050717e-5
SLC22A16	4.996449535980139	-16.740425963993623	3.2266284115664363	-5.188210053560714	2.1232502900325294e-7	6.435158088050717e-5
BNIP3P17	19.49987961481371	-19.913160235171407	3.844749322348096	-5.1793130229384845	2.2270450374245043e-7	6.582730796666383e-5
WNK2	2425.0383769912305	-5.977641750863161	1.1594631607209478	-5.155525378785038	2.5292078198824127e-7	7.38993825073689e-5
IGLV3-9	25.50128851902994	-18.63284515175245	3.6374263837732985	-5.122535327415642	3.014545935348477e-7	8.610085132197561e-5
LINC01778	2.890490973656578	-15.710850308546313	3.066268394275263	-5.123768792672729	2.994881929031273e-7	8.610085132197561e-5
CLEC4G	31.121944616691845	-19.969587818607682	3.9021000325150115	-5.117651431846233	3.093636566466294e-7	8.73780461328591e-5
IGHV1-24	29.262936598824663	-19.550688085644488	3.8231777759266925	-5.1137271744852715	3.1586347323051787e-7	8.823351087384356e-5
GTPBP6	501.1293644986668	-3.149324257670085	0.6170973811051962	-5.103447776799464	3.335205803208803e-7	9.215318643213887e-5
MEI4	19.144846291374563	-17.47084254436282	3.42493070242753	-5.10107913482156	3.3772230742842285e-7	9.231076403043557e-5
CTSG	11.318244770203878	-17.723280415830388	3.482667282324329	-5.08899615699203	3.5996390719753924e-7	9.734343107405795e-5
IGHV2-70	18.90617426390561	-18.520241757582415	3.6430816304798412	-5.0836746568160365	3.702018414568481e-7	9.905821905087451e-5
TFAP2C	16.423331147652945	-16.128624247979467	3.1740543557969945	-5.081395099149026	3.7467290186097045e-7	9.921026213860281e-5
AZGP1	100.90152765609109	-20.93418671668827	4.1258645505805145	-5.07389092880977	3.8976252012999473e-7	1.000784167848936e-4
DDX1	20171.33544045247	-5.292416411220328	1.043047259984114	-5.073994836342251	3.895496308067425e-7	1.000784167848936e-4
SLC17A6	62.53001545937935	-20.157016138182176	3.970828398121422	-5.076274801428929	3.849065041740102e-7	1.000784167848936e-4
SLPI	6.27201687922202	-17.418424675975263	3.4424195199020304	-5.059936644930186	4.193958065332841e-7	1.0661041402076081e-4
PCK1	271.2174352204722	-22.36122006210029	4.4235215237207886	-5.055072060165187	4.3022829339855283e-7	1.0828121998209122e-4
DLX3	9.274645766615764	-17.952841381537525	3.5540425248481315	-5.05138620486953	4.3861521350020963e-7	1.0930979144289538e-4
CCDC160	5.176981498443212	-14.821191851825104	2.9389930671654034	-5.042948898862095	4.584117047763967e-7	1.1313422849918452e-4
IGKV1-6	23.628981835337417	-18.026312780666363	3.5932720474204936	-5.016684665890224	5.25707456290358e-7	1.2849503402789328e-4
IGHV2-26	16.986786961095415	-18.174877861732412	3.6306662340136606	-5.005934638514069	5.559161996071186e-7	1.345846647048853e-4
ITIH2	291.94927300788106	-22.406995411897896	4.482132524897284	-4.999181815225643	5.757409490661777e-7	1.3677883107721716e-4
NTSR1	19.029499159277414	-18.307167879612962	3.66174226326928	-4.999578496621972	5.745577799356208e-7	1.3677883107721716e-4
AC007383.3	19.930147965474667	-18.61647813285797	3.7347995047773317	-4.98459906858317	6.20904263678114e-7	1.461424665064598e-4
TFAP2A-AS1	6.64943906059161	-15.357797400597917	3.0868732065619633	-4.975195407427448	6.518185290711784e-7	1.520112569632051e-4
HNF4G	9.521417049891816	-18.697978186452	3.762523751280112	-4.969530937868616	6.71150619231473e-7	1.5509680673512767e-4
