gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PCDH10	5303.408858328217	-10.433823159213249	0.8295932963478774	-12.577034078199667	2.8243592518922504e-36	7.395302265154669e-32
IRX2	1202.8930126698306	-24.287536386291638	1.9867522004128026	-12.224743670219784	2.2930385071531894e-34	3.0020460135649555e-30
IRX1	1461.028861593255	-23.796477057184667	2.034852128641923	-11.694450285715172	1.3606539136410582e-31	1.1875787358259157e-27
PCDH15	2823.1782606980682	-25.33822924980594	2.194235088438064	-11.547636524144098	7.587844591968546e-31	4.96700306990261e-27
B4GALNT4	3448.829325177481	-8.67397022948514	0.7698335227185847	-11.267332447220463	1.9024660420938928e-29	9.962834169237298e-26
ST13P10	3.9858767099165546	-21.30892975753102	2.024729997088968	-10.524331534657799	6.673342883175352e-26	2.912246834217724e-22
TSPAN10	157.81073908072935	7.827553932662141	0.749095679649605	10.44933797552208	1.4755157895401663e-25	5.519272204759959e-22
MAGED4B	8017.505510212653	-7.976072461879514	0.7645130562328903	-10.432879329989882	1.7548840365194716e-25	5.743735451528231e-22
FAM90A2P	5.674403784494087	-20.243681079471514	1.9478977838170017	-10.392578731622674	2.6800729325441873e-25	7.797225518415223e-22
FCF1P7	3.488806893300937	-19.600522840642203	1.8964946544710255	-10.335132131500378	4.887380834082637e-25	1.2797117975961977e-21
DPP6	5899.98069934371	-11.653172321504572	1.1336483515578655	-10.279353650971856	8.731115115969711e-25	2.0783228926959177e-21
HS3ST4	245.67346314437845	-23.4990447166915	2.2892387340060987	-10.265003980414432	1.013167969754202e-24	2.2107325100036687e-21
GRIK3	11046.309982173512	-10.994322778125253	1.0909377282280597	-10.077864660508743	6.921390586146163e-24	1.3940745469819317e-20
SPOCK3	999.6580097691939	-23.425328647772993	2.3525172071390563	-9.957558897629067	2.337311374625967e-23	4.371440073800452e-20
EDAR	58.273763718140344	-24.581534215123018	2.472422359246269	-9.942287620557204	2.724962278639271e-23	4.756694153592711e-20
NCAN	26503.599976920705	-11.630893336075323	1.1848484430136987	-9.816355336123651	9.574263065689652e-23	1.5668281507001115e-19
SNORA49	1691.7403143408476	-25.498343401579948	2.5995197250596993	-9.808867059469751	1.0311978258840867e-22	1.5882872866440544e-19
KCNJ3	400.27220544007014	-21.6137254513973	2.2068713954835837	-9.793830984274987	1.1967368670170453e-22	1.6492293750512799e-19
RN7SL218P	27.163171099333002	-22.413537908280276	2.28852143104913	-9.793894697330934	1.1959827138108894e-22	1.6492293750512799e-19
FAM19A5	2651.7638951625922	-10.116100332810904	1.0336666819506322	-9.786617397516203	1.2852373292099663e-22	1.661385640834012e-19
SNORA48	7218.36048590981	-26.767869237739195	2.7361708169548953	-9.782967156827349	1.3324586945277366e-22	1.661385640834012e-19
C1orf61	28653.604405407077	-10.228280731966048	1.046671241692489	-9.77220002283306	1.4819839832658964e-22	1.7638303917197377e-19
TMEM59L	3084.3247415374562	-8.452409345772226	0.8665858725116473	-9.753689292527236	1.778835843340107e-22	2.0250885966094505e-19
NUDT11	956.1019182438899	-7.730569750424899	0.7965149400275796	-9.70549246716857	2.856932917267548e-22	2.9922372602293387e-19
SNORA57	3483.987485472218	-24.30826762996025	2.5038984501762456	-9.708168327772729	2.7829302325504903e-22	2.9922372602293387e-19
SOX8	9746.4389102465	-11.557112264824442	1.1934938072525503	-9.68342876569186	3.546191449440228e-22	3.571287573543959e-19
VSTM2A	500.0319480692963	-22.471920681816528	2.3247564312046554	-9.666354883540166	4.1903785840358935e-22	4.06373603127392e-19
ZNF711	2305.8817243635185	-6.8909293722953615	0.7138508684159146	-9.653177823523308	4.765558498833255e-22	4.456477990480355e-19
KHDRBS3	2730.4713704453675	-7.058796942986466	0.735699178796554	-9.594678295731066	8.417929253938221e-22	7.600519296038565e-19
GPR158	2654.2244808217492	-9.918980499807333	1.0371422043605463	-9.563761322318298	1.1355305324052506e-21	9.910910486833026e-19
GABRA5	416.1247332975182	-20.63921986185145	2.1766924779126784	-9.481918126369079	2.4965111035124718e-21	2.108666023689373e-18
TNR	29279.40106202649	-14.414206997543166	1.5283040881292844	-9.431504573927318	4.042480743470894e-21	3.207524720819451e-18
SCRG1	2539.8666691134636	-9.35000921560991	0.9911096444574492	-9.433879760829358	3.9519443735372066e-21	3.207524720819451e-18
EBLN1	6.829659695077148	-20.177371708255794	2.1400764050104595	-9.428341745657058	4.166231992828913e-21	3.2084887794185957e-18
SNORD15B	803.2276239972772	-24.041821928380685	2.5599475391130633	-9.391529147003682	5.913539539394438e-21	4.4240034085572564e-18
KCNJ10	8133.640724377244	-10.999251812593581	1.1728236419441562	-9.378436296151428	6.695835772867329e-21	4.870104552132171e-18
GRIA3	3505.528492354917	-8.616574761918178	0.9216992269127714	-9.348575446655595	8.883611731952918e-21	6.28671593485014e-18
TRPM5	4.702612970711401	-18.277603251648088	1.9571226308882368	-9.339017884307449	9.723180776276584e-21	6.528710121045929e-18
UBTFL5	6.097386093573688	-20.04754548766578	2.1466465393764085	-9.339006268581834	9.724247430522122e-21	6.528710121045929e-18
ADCYAP1R1	14900.163172837787	-10.718310609925528	1.1531207066232254	-9.295046518861676	1.471418431371427e-20	9.631905051757362e-18
RN7SL183P	11.695904688995746	-20.252095406353625	2.1839562236132246	-9.27312332884024	1.8077321924665217e-20	1.154479505549839e-17
AC087499.5	10.92035809777305	-16.21840092208344	1.7528834115903436	-9.252412804436847	2.1948121968765317e-20	1.3683086324527406e-17
GPR139	54.95736734438718	-22.735869070417937	2.460561639053591	-9.240113602341156	2.4623566625584292e-20	1.4994034151727886e-17
SATL1	22.091802301316932	-17.555256602450605	1.9089541438670299	-9.196269412154845	3.7059269891173165e-20	2.2053634609783597e-17
CNTN1	13664.26005353225	-13.054457677379725	1.4270495865271624	-9.147865498597548	5.80695374450381e-20	3.37887281880195e-17
LINC01098	41.10502256590776	-23.6645277466181	2.5947471165853853	-9.120167277711424	7.500846395736367e-20	4.2696122179556754e-17
SNORA12	239.71126936697786	-21.577280541394884	2.368192403420833	-9.111286950429658	8.14104487426321e-20	4.535428063568253e-17
PMP2	32311.631353307494	-11.380939129499883	1.25121482836062	-9.095911326763558	9.379650602520226e-20	5.1165994036747834e-17
SNORA3A	216.3724881532535	-23.950026977415895	2.6408381146514133	-9.069100769388609	1.200032670329815e-19	6.412582742839975e-17
KCNB2	197.29490422174118	-21.162634067209236	2.3382632436527993	-9.050578083821431	1.422134333070453e-19	7.447433075423348e-17
BCAN	61580.19058511384	-11.720658996186309	1.2994478286403002	-9.019722637460886	1.885661109005818e-19	9.681205976119281e-17
SNORD94	801.2104194233326	-21.94858560301126	2.4368882165889527	-9.00680854115414	2.1213998308411815e-19	1.068206407129721e-16
MYT1L	855.7852054934684	-21.300964856033488	2.379421424667847	-8.952161494051847	3.4858849016436836e-19	1.7221586842384568e-16
RN7SL838P	25.561561712998348	-20.03793143512949	2.2419302833589314	-8.937803099348844	3.969836389271951e-19	1.9249295558647552e-16
ADGRB3	2632.3275369643375	-9.640537954559754	1.0792049094360352	-8.93300046197682	4.146079422396604e-19	1.9385882785005836e-16
RN7SL278P	15.63834743839897	-20.15602361459782	2.2563444028147663	-8.933043904757355	4.144451064373334e-19	1.9385882785005836e-16
SNORA4	17.389814522570074	-21.04772477421428	2.3598671427426567	-8.919029547465305	4.703918686028314e-19	2.160831699560796e-16
RN7SL483P	6.115073606545855	-20.16702270721148	2.2624686203380033	-8.913724825141934	4.934619990612046e-19	2.227725686796307e-16
NAP1L3	2090.3382682485767	-6.764220043375379	0.7592754956860257	-8.908782229648706	5.159614524407515e-19	2.2898194357133284e-16
SNORA7B	337.53523351138483	-22.102354116641145	2.4879817413058567	-8.88364803876751	6.470277820977272e-19	2.777340237122441e-16
SDHCP4	9.20366286842293	-17.45397689515061	1.9644923547411737	-8.884726302460063	6.407832556573464e-19	2.777340237122441e-16
SNORD83A	3.5940068853312397	-20.403526673682475	2.29783463692887	-8.879458228096189	6.718678950061319e-19	2.8374498327162187e-16
KLK6	452.7377438650132	-21.680898937495087	2.4426922417594676	-8.875820935132772	6.941945366455509e-19	2.885204721829699e-16
FAM131B	3747.297172931047	-7.4519815129217895	0.8413957784225325	-8.856689924084156	8.242539701846296e-19	3.3722290555178656e-16
RN7SL664P	101.11368456241554	-22.84795536071894	2.5859366000360864	-8.835466175156848	9.968169312167884e-19	4.015485311843137e-16
HEPACAM	7502.861601385734	-10.80704319293589	1.2248661705211514	-8.823039980227186	1.113935539463418e-18	4.4192860856530515e-16
CACNG2	112.65963965350622	-21.642578785732894	2.460528803089248	-8.795905481195815	1.4189900097771434e-18	5.545497674030556e-16
ZNF853	2426.7326772603133	-5.470653853483349	0.6239969006163337	-8.767117029074791	1.832992351998403e-18	7.058098785989144e-16
EPHA6	266.12868303322574	-21.241483491968538	2.425166686340921	-8.758772587305154	1.973878907905112e-18	7.490441351389486e-16
PHBP11	6.032840920840892	-16.769120462655298	1.9175298644562186	-8.74516781902156	2.2268442215350728e-18	8.329669870953478e-16
GABBR2	4968.93040849874	-12.513521856224628	1.4333001339832043	-8.730566306059707	2.5340059307965985e-18	9.276997194544342e-16
RNY3	822.1548540541162	-25.14660172443951	2.8805433100062534	-8.729812059095519	2.55096164836233e-18	9.276997194544342e-16
PLXNB3	3973.572108848357	-7.14825756031659	0.8206722556183653	-8.710246400288597	3.0321496135637533e-18	1.0875863764596345e-15
SNORD89	454.40914914974474	-24.71913642269802	2.840673304741606	-8.7018582465774	3.2649325691186033e-18	1.1552566809432636e-15
TRAM1L1	434.97392347655136	-7.203966245739028	0.8296947063825781	-8.68267109615284	3.865810573362593e-18	1.3398549346557533e-15
ARL6IP1P3	4.029170194597657	-17.3496955578957	1.998354305776245	-8.681991730768857	3.888977048343922e-18	1.3398549346557533e-15
CADM2	5384.059104039546	-11.924952268261558	1.3777070808824	-8.655651432540951	4.901043066496195e-18	1.6244166032042578e-15
MT-TS1	14.125090894678273	-17.753129684324296	2.0506492995991263	-8.657321214209952	4.829802382627761e-18	1.6244166032042578e-15
SNORA26	83.16470225893944	-21.687807470427014	2.5052461805655106	-8.656956605171398	4.845270547819862e-18	1.6244166032042578e-15
HNRNPA3P3	3.6886599673340097	-16.387615836205537	1.9019007152069163	-8.616441281701004	6.906719085053341e-18	2.2605691565379586e-15
SNORA37	375.4427145699416	-22.07382412774896	2.565720135891594	-8.603363951882558	7.741300262169262e-18	2.502446988452345e-15
PTMAP4	4.188722949467112	-17.47658908965204	2.0367124780453545	-8.580783629520663	9.422898140652814e-18	3.008892255059186e-15
HMGN1P36	3.767889167072439	-17.0997030594678	1.9938385593400176	-8.576272627171976	9.799711057970714e-18	3.0915136667699417e-15
SNORA71E	14.498887245410652	-20.583309241446916	2.4025540314542817	-8.567261743948253	1.0597482590262905e-17	3.30338671599338e-15
GLRA3	374.5758449498966	-22.335396642432844	2.607548346452182	-8.56566923210543	1.0744992452535883e-17	3.3099633220847007e-15
CACNG7	2937.530667028952	-12.448706990382643	1.454404433661955	-8.55931589746245	1.1353921831850042e-17	3.4568731307576918e-15
SNORD35A	6.956148443856906	-19.857463640764994	2.322828511513913	-8.548828956737237	1.2434362445779978e-17	3.7423143250609536e-15
KRT17P1	20.571974307147673	-19.447329661131462	2.275409926142928	-8.546736760569926	1.2661753644709586e-17	3.76744724355768e-15
RPSAP53	11.284090921272796	-17.77391012782833	2.0840047015104886	-8.528728421267852	1.4796509612294434e-17	4.353166378520421e-15
DCAF4L2	66.66354822347559	-19.859557382294966	2.331289630193787	-8.51870017568094	1.6135396004555003e-17	4.6943245442585355e-15
APC2	23071.627243179297	-7.707137928584171	0.9088775304126095	-8.47984208068749	2.2549979993095734e-17	6.483187680702921e-15
RNU12	2731.5400290507946	-24.043405795063737	2.835753803716967	-8.478664742880294	2.277930288056327e-17	6.483187680702921e-15
TRHDE-AS1	133.56795720682672	-19.577532356065994	2.3110085609805378	-8.471423553601829	2.4241205246577617e-17	6.825072238455789e-15
OPCML-IT1	82.45929230511408	-19.00957024889707	2.2482750867099712	-8.455179867119755	2.786574669258189e-17	7.680386435774361e-15
FKBP4P1	4.948121166744805	-19.084660433818932	2.256930002814645	-8.45602673100992	2.7664221669304824e-17	7.680386435774361e-15
H1FNT	8.829788617110717	-17.379962132393977	2.0579946366670425	-8.445095931125032	3.037958735148599e-17	8.286032450117804e-15
SCARNA3	28.683099310350137	-20.85434229341108	2.483990061037618	-8.395501504019608	4.639098624422625e-17	1.2522696740400207e-14
GRIA2	5057.034252649218	-11.677337748831086	1.3913096131511644	-8.39305474385618	4.7367090894815624e-17	1.2655713346835227e-14
FAM155A	905.7497928109444	-9.655265114338441	1.1521042583068686	-8.380548066481248	5.2681812807584337e-17	1.3819732993929498e-14
SNORA44	53.72097227109099	-21.253440011708918	2.536110013463628	-8.38033046629652	5.277930413202528e-17	1.3819732993929498e-14
RN7SL692P	16.480649783740745	-18.99114657613785	2.266773375827469	-8.378052600518687	5.381059735471852e-17	1.395026416966287e-14
RN7SL508P	10.75587673819523	-18.365453841117986	2.19669400210181	-8.360497103167672	6.245453197965378e-17	1.6032445738777004e-14
RPSAP74	2.7369687159963507	-19.14528841547497	2.2970326653853093	-8.334791535175446	7.763485506445522e-17	1.9735835388424228e-14
IGSF11	2024.629193400381	-8.460043810087512	1.015445044904567	-8.331365495887175	7.991519518784701e-17	2.0120187219217174e-14
NLGN4Y	1269.0780852695427	-22.04135574646281	2.647495587472181	-8.325360710990955	8.407233955678068e-17	2.0965239418616622e-14
NLGN4X	6049.822375417623	-7.959274202925436	0.9562599824278271	-8.323337114576114	8.552077014273587e-17	2.1125243824692415e-14
PRR23D2	13.915239153258698	-18.42272147715119	2.2178382695550503	-8.306611771491893	9.847346982561954e-17	2.409747041041142e-14
VTRNA1-1	5.787474371563848	-18.798719820357753	2.267298594536952	-8.291241332594305	1.1207263242776907e-16	2.71713871063769e-14
HNRNPA1P6	23.74789580768797	-16.071845329275284	1.939372209390536	-8.287138101419941	1.1600591451718407e-16	2.786696207080686e-14
